gasto,riqueza,poblacion,porcentaje,densidad,ingreso,crecimiento
1372,10.11224,4.698053,2.292535,5.247024,6.612787,3.5
959,9.897927,3.616309,3.269569,4.110874,6.308537,15.6
4333,11.57821,5.661802,2.442347,6.139885,7.4762,11.7
3115,10.70707,6.16989,1.589235,6.75227,7.077057,6
4417,10.94316,5.713898,2.572612,8.61432,7.276956,-8.7
3416,11.30067,6.51809,2.04122,7.722235,7.345895,0.7
2681,11.47324,5.281595,2.302585,6.052089,7.417975,27.5
2835,11.39248,6.075499,2.028148,7.008505,7.014405,5.3
4466,11.5437,5.64031,1.791759,6.594413,7.701456,7.9
6027,11.76572,5.133836,1.987874,6.045005,7.643956,6.3
5586,11.59484,4.372818,1.609438,5.402677,7.207097,3.4
3157,11.04244,4.359483,2.509599,7.498316,7.107651,32.7
4760,11.92301,4.351997,2.493205,5.31812,7.763459,13.5
399,11.68803,4.494425,3.394508,8.493515,7.42059,-54.1
2492,11.36984,5.636752,2.424803,6.329721,7.135857,23.5
3332,11.02295,6.332776,2.128232,6.824374,6.978353,4.6
826,9.741762,3.453157,3.332205,3.7612,6.269513,11.7
371,8.597999,4.442063,3.269569,5.010635,4.950999,56.7
1323,9.913121,3.937366,3.242592,4.025352,6.442749,5.4
994,10.23397,3.512043,2.839078,4.025352,6.385356,13.5
1785,9.896659,3.078847,3.397858,3.912023,6.241957,17.8
1897,9.583337,2.947067,3.226844,3.433987,6.071107,-5
1155,9.861879,2.923162,3.38439,3.496508,6.213423,9.8
2772,9.893942,2.06897,3.039749,3.433987,6.07427,-11.8
1274,9.765908,3.593653,3.493473,3.828641,6.22726,-3.3
2205,10.02596,2.866003,3.33577,3.401197,6.300925,0
2499,9.867409,2.924057,3.242592,3.433987,6.31848,1.1
1134,10.20449,2.92047,3.306887,3.496508,6.460379,-8.5
1736,9.809408,2.473733,3.250374,3.178054,6.208506,11.7
1442,9.849617,3.711945,2.917771,3.951244,6.320245,-5.9
798,9.924735,3.234093,3.039749,3.89182,6.457231,3.9
3038,10.05179,2.612518,3.663562,3.135494,6.192704,17.8
2436,10.81229,3.008978,2.694627,3.526361,6.331032,9.5
1071,9.93136,3.713572,2.747271,4.077537,6.3411,20.1
1932,10.07181,2.955778,3.377588,3.367296,6.158778,17.5
1162,10.59964,4.137564,2.753661,4.158883,6.345322,-3.2
2912,10.58461,3.054787,2.895912,3.713572,6.415547,10.8
609,10.69076,3.418819,2.995732,3.912023,6.350469,19.1
1428,9.656115,3.316003,2.923162,3.78419,6.215775,12.6
868,10.26319,3.308107,3.020425,3.951244,6.185566,20.8
2058,11.23227,2.728942,3.025291,3.713572,6.226776,-5.6
